InstanceID,M,N,B,OptimalMakespan,LS_MaxGroupSum,LS_Time(us),LPT_MaxGroupSum,LPT_Time(us),MULTIFIT_MaxGroupSum,MULTIFIT_Time(us),CGA_MaxGroupSum,CGA_Time(us)
1,2,2,4,15,15,9,15,2,15,26,15,5
2,2,2,4,8,8,1,8,1,8,9,8,2
3,2,2,4,9,9,1,9,1,9,10,9,2
4,2,2,4,14,14,1,14,1,14,10,14,2
5,2,2,4,10,10,1,10,1,10,9,10,2
6,2,2,8,220,220,1,220,1,220,10,220,2
7,2,2,8,255,255,1,255,1,255,10,255,2
8,2,2,8,135,135,1,135,1,135,10,135,2
9,2,2,8,168,168,1,168,1,168,9,168,2
10,2,2,8,230,230,1,230,1,230,10,230,2
11,2,2,16,41526,41526,1,41526,1,41526,10,41526,2
12,2,2,16,37504,37504,1,37504,1,37504,9,37504,2
13,2,2,16,42847,42847,1,42847,1,42847,9,42847,2
14,2,2,16,56723,56723,1,56723,1,56723,9,56723,2
15,2,2,16,37202,37202,1,37202,1,37202,9,37202,2
16,3,2,4,12,14,1,12,2,12,14,12,3
17,3,2,4,16,20,1,16,1,16,13,16,2
18,3,2,4,19,26,1,19,1,19,13,19,2
19,3,2,4,21,25,1,21,1,21,13,21,2
20,3,2,4,15,19,2,15,1,15,13,15,3
21,3,2,8,266,288,1,266,1,266,13,266,2
22,3,2,8,313,450,1,313,1,313,12,313,2
23,3,2,8,346,444,1,346,1,346,13,346,3
24,3,2,8,341,444,1,341,1,341,13,341,2
25,3,2,8,195,229,1,195,1,195,13,195,3
26,3,2,16,55725,65836,2,55725,2,55725,20,55725,4
27,3,2,16,52857,58437,2,52857,2,52857,19,52857,5
28,3,2,16,60847,77554,3,60847,2,60847,22,60847,3
29,3,2,16,55493,75612,2,55493,1,55493,13,55493,3
30,3,2,16,51573,64303,1,51573,1,51573,13,51573,2
31,4,2,4,29,33,2,29,2,29,16,29,5
32,4,2,4,20,27,2,20,2,20,16,20,5
33,4,2,4,30,35,2,30,2,30,15,30,5
34,4,2,4,24,32,2,24,2,24,15,24,5
35,4,2,4,20,27,2,20,2,20,15,20,4
36,4,2,8,497,502,2,497,2,497,15,497,5
37,4,2,8,341,449,2,341,2,341,15,341,4
38,4,2,8,283,349,2,283,2,283,16,283,5
39,4,2,8,282,318,2,282,2,282,16,282,5
40,4,2,8,397,403,2,397,2,397,15,397,5
41,4,2,16,126633,142658,2,126633,2,126633,15,126633,5
42,4,2,16,86868,109401,2,86868,2,86868,16,86868,5
43,4,2,16,105670,107554,2,105670,2,105670,15,105670,5
44,4,2,16,122965,137565,2,122965,2,122965,15,122965,5
45,4,2,16,122553,141085,2,122553,2,123162,15,122553,5
46,5,2,4,25,31,2,25,2,25,19,25,5
47,5,2,4,26,29,2,26,2,26,18,26,6
48,5,2,4,21,26,2,21,2,21,19,21,6
49,5,2,4,20,23,2,20,2,20,19,20,5
50,5,2,4,39,53,2,39,2,39,18,39,6
51,5,2,8,591,598,2,598,2,591,18,591,9
52,5,2,8,470,558,2,470,2,470,18,470,5
53,5,2,8,508,549,2,508,2,508,18,508,6
54,5,2,8,547,676,2,547,2,549,18,547,6
55,5,2,8,412,414,2,414,2,412,18,412,9
56,5,2,16,130775,136559,2,130775,2,130775,18,130775,6
57,5,2,16,113789,121537,2,113789,2,114588,18,113789,5
58,5,2,16,132114,181215,2,132114,2,132114,18,132114,6
59,5,2,16,126735,171395,2,126735,2,126735,19,126735,6
60,5,2,16,146732,156230,2,146732,2,146732,18,146732,6
61,6,2,4,26,30,2,27,2,26,21,26,10
62,6,2,4,45,55,3,45,2,45,21,45,7
63,6,2,4,43,44,2,43,2,43,20,43,7
64,6,2,4,25,26,2,25,2,25,21,25,7
65,6,2,4,28,35,2,28,2,28,21,28,7
66,6,2,8,563,567,2,563,2,567,20,563,7
67,6,2,8,483,551,2,483,2,483,21,483,7
68,6,2,8,439,482,2,439,3,439,21,439,7
69,6,2,8,650,859,3,650,2,652,20,650,6
70,6,2,8,484,519,3,484,3,484,21,484,7
71,6,2,16,152983,180036,2,152983,2,153546,21,152983,7
72,6,2,16,167374,169951,3,167374,2,169951,21,167374,9
73,6,2,16,120241,144232,2,120241,2,120241,21,120241,7
74,6,2,16,173141,217492,2,173141,2,173141,21,173141,7
75,6,2,16,102268,107395,2,105221,2,102268,21,102268,10
76,7,2,4,36,39,3,36,3,36,23,36,11
77,7,2,4,31,41,3,31,3,31,23,31,8
78,7,2,4,53,56,3,53,3,53,30,53,8
79,7,2,4,47,55,3,48,3,47,23,47,13
80,7,2,4,30,32,3,30,3,31,22,30,11
81,7,2,8,681,917,3,681,3,681,23,681,7
82,7,2,8,545,558,3,545,3,549,23,545,7
83,7,2,8,892,905,3,918,3,895,23,892,16
84,7,2,8,624,668,3,625,3,627,23,624,11
85,7,2,8,469,474,4,474,4,469,24,469,12
86,7,2,16,120686,140126,3,120686,3,123849,23,120686,11
87,7,2,16,130642,144288,3,130642,3,130749,22,130642,8
88,7,2,16,181730,192456,3,181730,3,182903,23,181730,7
89,7,2,16,162028,176979,3,162028,3,162561,23,162028,7
90,7,2,16,170363,170563,3,170563,3,170363,23,170363,12
91,8,2,4,46,47,3,46,3,46,25,46,11
92,8,2,4,32,33,15,32,4,32,35,32,10
93,8,2,4,63,75,3,64,3,63,25,63,15
94,8,2,4,35,36,3,35,3,35,25,35,14
95,8,2,4,53,57,3,53,3,54,24,53,17
96,8,2,8,969,1084,10,969,3,975,26,969,12
97,8,2,8,907,932,3,907,3,907,25,907,9
98,8,2,8,789,927,3,789,3,791,26,789,12
99,8,2,8,841,1173,3,841,3,842,26,841,8
100,8,2,8,657,658,3,657,3,660,24,657,10
101,8,2,16,182068,197968,3,182068,3,184307,25,182068,11
102,8,2,16,215670,239618,3,215686,3,216588,25,215670,14
103,8,2,16,197785,209590,3,197785,3,198257,25,197785,9
104,8,2,16,241902,254306,3,243564,3,243603,25,241902,19
105,8,2,16,230263,308316,3,230263,3,231045,25,230263,9
106,9,2,4,52,60,3,52,3,52,27,52,15
107,9,2,4,45,54,3,45,3,45,27,45,17
108,9,2,4,68,73,3,69,3,68,27,68,20
109,9,2,4,70,87,3,70,4,71,28,70,12
110,9,2,4,48,56,3,48,3,48,27,48,13
111,9,2,8,722,752,3,725,3,724,27,722,30
112,9,2,8,931,937,3,931,4,937,26,931,15
113,9,2,8,1086,1408,3,1086,4,1098,27,1086,14
114,9,2,8,680,723,3,687,3,682,28,680,17
115,9,2,8,1029,1031,3,1051,3,1037,27,1029,29
116,9,2,16,229612,234066,3,231946,3,230720,28,229612,20
117,9,2,16,169910,250012,3,169910,3,170078,27,169910,22
118,9,2,16,282238,355848,3,288579,3,283922,32,282238,14
119,9,2,16,199516,209400,3,205492,4,202286,27,199516,25
120,9,2,16,282210,289084,3,282210,3,282648,33,282210,23
121,10,2,4,60,61,4,60,4,60,29,60,16
122,10,2,4,50,54,5,50,6,50,36,50,27
123,10,2,4,72,91,4,72,4,72,37,72,14
124,10,2,4,43,46,3,43,4,43,29,43,11
125,10,2,4,60,61,4,60,4,60,29,60,23
126,10,2,8,766,828,4,767,3,771,29,766,27
127,10,2,8,1151,1212,6,1182,6,1159,61,1151,17
128,10,2,8,748,749,3,749,4,753,30,748,18
129,10,2,8,756,850,4,756,4,761,35,756,18
130,10,2,8,964,1028,4,964,4,969,30,964,19
131,10,2,16,218341,255779,4,218871,4,219890,29,218341,28
132,10,2,16,280961,310593,4,281049,4,282684,29,280961,20
133,10,2,16,200006,223177,3,201504,4,202410,29,200006,45
134,10,2,16,306107,309320,3,306107,4,308439,30,306107,9
135,10,2,16,195568,253405,4,195568,4,198596,29,195568,17
136,11,2,4,77,81,4,77,4,77,31,77,34
137,11,2,4,65,65,4,65,4,65,30,65,13
138,11,2,4,67,70,4,67,4,67,30,67,34
139,11,2,4,76,83,4,77,4,77,31,76,73
140,11,2,4,46,50,4,46,4,46,30,46,47
141,11,2,8,864,1037,4,867,4,869,31,864,28
142,11,2,8,1220,1239,4,1222,4,1226,31,1220,45
143,11,2,8,1387,2068,4,1387,4,1397,31,1387,13
144,11,2,8,904,972,4,904,4,910,32,904,35
145,11,2,8,1298,1420,4,1305,4,1301,32,1298,28
146,11,2,16,316928,337489,4,317506,4,319113,32,316928,35
147,11,2,16,283404,364774,4,284572,4,284070,30,283404,35
148,11,2,16,187424,228972,4,187925,4,187758,42,187424,42
149,11,2,16,228867,234682,4,228967,4,230277,37,228867,58
150,11,2,16,279680,352304,4,279680,4,281206,33,279680,13
151,12,2,4,57,57,4,57,4,57,33,57,45
152,12,2,4,79,79,4,79,5,79,32,79,41
153,12,2,4,84,103,4,84,4,84,33,84,48
154,12,2,4,80,81,4,80,4,80,33,80,29
155,12,2,4,69,96,4,69,4,69,33,69,29
156,12,2,8,1220,1249,4,1220,4,1224,34,1220,17
157,12,2,8,1295,1490,4,1295,4,1305,33,1295,18
158,12,2,8,1399,1851,4,1405,4,1403,34,1399,27
159,12,2,8,951,1170,4,951,4,958,33,951,23
160,12,2,8,1299,1769,4,1299,4,1309,33,1299,22
161,12,2,16,321503,341151,4,321503,4,323986,40,321503,16
162,12,2,16,291597,297154,4,296541,4,292849,33,291597,28
163,12,2,16,235015,240742,4,235553,4,236750,33,235015,50
164,12,2,16,236283,239522,4,236905,4,237818,33,236283,29
165,12,2,16,266898,288807,4,267027,4,267012,32,266898,65
166,13,2,4,96,100,5,96,5,96,36,96,36
167,13,2,4,83,116,4,83,4,83,35,83,20
168,13,2,4,90,96,4,90,5,90,35,90,81
169,13,2,4,67,69,4,67,5,67,46,67,77
170,13,2,4,88,98,5,88,5,88,37,88,60
171,13,2,8,1304,1325,5,1304,5,1314,35,1304,26
172,13,2,8,1047,1090,4,1054,5,1051,34,1047,85
173,13,2,8,1281,1615,5,1281,5,1291,36,1281,22
174,13,2,8,1243,1275,4,1256,4,1262,35,1243,40
175,13,2,8,1573,1765,4,1574,5,1585,34,1573,36
176,13,2,16,293356,322206,4,293356,5,295111,35,293356,15
177,13,2,16,413213,482592,4,413400,5,415898,35,413213,55
178,13,2,16,311358,357615,4,311470,5,313503,36,311358,24
179,13,2,16,327040,341193,4,330698,5,329344,44,327040,36
180,13,2,16,263882,265224,4,264330,5,265860,36,263882,18
181,14,2,4,88,100,5,88,5,88,48,88,73
182,14,2,4,69,77,5,69,5,69,37,69,65
183,14,2,4,88,119,4,88,5,88,39,88,35
184,14,2,4,88,110,5,88,5,88,37,88,79
185,14,2,4,75,86,5,75,5,75,70,75,55
186,14,2,8,1771,1798,5,1771,5,1797,37,1771,44
187,14,2,8,1653,1956,5,1656,5,1665,38,1653,20
188,14,2,8,1458,1562,4,1458,5,1469,37,1458,445
189,14,2,8,1698,1889,6,1698,5,1709,38,1698,54
190,14,2,8,1582,2044,5,1582,5,1592,38,1582,33
191,14,2,16,299983,383351,5,300128,5,302128,38,299983,66
192,14,2,16,428328,498358,5,428339,5,431672,37,428328,29
193,14,2,16,321212,330737,4,322077,5,322840,36,321212,259
194,14,2,16,264428,358189,6,265292,6,266240,42,264428,40
195,14,2,16,259981,373949,5,259981,5,261061,38,259981,13
196,15,2,4,90,113,5,90,5,90,39,90,85
197,15,2,4,99,104,5,99,5,99,40,99,131
198,15,2,4,65,75,5,65,5,65,39,65,96
199,15,2,4,84,84,5,84,5,84,38,84,214
200,15,2,4,88,89,5,88,5,88,39,88,139
201,15,2,8,976,1005,6,978,6,983,43,976,155
202,15,2,8,1088,1091,5,1088,5,1092,40,1088,150
203,15,2,8,1788,2434,5,1788,5,1801,38,1788,90
204,15,2,8,1227,1332,5,1228,6,1236,38,1227,68
205,15,2,8,1715,1934,5,1715,5,1728,39,1715,28
206,15,2,16,335541,377315,5,336544,5,336506,39,335541,166
207,15,2,16,305633,306445,5,305633,5,307994,68,305633,34
208,15,2,16,427989,504890,5,428162,5,431295,46,427989,152
209,15,2,16,310599,390216,7,310635,7,312799,57,310599,60
210,15,2,16,349919,351774,8,349940,7,352601,56,349919,58
211,16,2,4,90,98,8,90,8,90,58,90,395
212,16,2,4,102,122,8,102,8,102,76,102,289
213,16,2,4,119,120,9,119,9,119,78,119,235
214,16,2,4,77,83,6,77,6,77,42,77,556
215,16,2,4,95,98,6,95,6,95,44,95,201
216,16,2,8,1768,2135,5,1768,5,1779,40,1768,48
217,16,2,8,1772,1782,6,1772,5,1785,41,1772,49
218,16,2,8,1434,1824,5,1434,5,1456,42,1434,44
219,16,2,8,1876,2148,5,1877,6,1889,50,1876,159
220,16,2,8,1807,2111,5,1807,6,1819,41,1807,21
221,16,2,16,391413,392218,5,391433,5,393962,40,391413,89
222,16,2,16,324810,326632,5,324810,6,327237,41,324810,118
223,16,2,16,501105,617572,5,501105,5,504897,40,501105,34
224,16,2,16,407813,509246,5,407866,6,410949,53,407813,75
225,16,2,16,478432,482832,5,478432,6,481698,42,478432,17
226,17,2,4,77,79,6,77,7,77,43,77,458
227,17,2,4,96,97,5,96,6,96,42,96,242
228,17,2,4,102,103,5,102,7,102,42,102,159
229,17,2,4,112,152,5,112,6,112,49,112,245
230,17,2,4,91,91,5,91,6,91,43,91,239
231,17,2,8,1259,1772,5,1259,6,1268,43,1259,64
232,17,2,8,1531,2064,5,1531,6,1542,57,1531,63
233,17,2,8,1381,1460,6,1381,6,1391,48,1381,159
234,17,2,8,1771,2461,5,1771,6,1784,43,1771,191
235,17,2,8,1813,1860,5,1860,6,1827,42,1813,60
236,17,2,16,550912,561409,5,551993,6,555029,42,550912,569
237,17,2,16,537006,571504,6,537841,7,541201,43,537006,49
238,17,2,16,531978,569720,5,532275,7,534927,43,531978,135
239,17,2,16,432963,511635,5,433319,6,435893,43,432963,272
240,17,2,16,357128,484111,5,357149,7,359913,44,357128,65
241,18,2,4,107,107,6,107,6,107,48,107,704
242,18,2,4,118,119,5,118,6,118,44,118,312
243,18,2,4,112,123,5,112,6,112,46,112,530
244,18,2,4,73,83,5,73,6,73,45,73,582
245,18,2,4,135,135,6,135,7,136,45,135,495
246,18,2,8,1283,1418,6,1283,6,1293,45,1283,287
247,18,2,8,1437,1472,5,1441,7,1448,45,1437,170
248,18,2,8,1779,1795,5,1779,7,1792,44,1779,41
249,18,2,8,2157,2242,6,2157,6,2207,53,2157,103
250,18,2,8,2270,2603,6,2271,6,2284,45,2270,217
251,18,2,16,433014,436418,6,433327,7,435649,45,433014,227
252,18,2,16,527488,641762,6,527488,7,529198,45,527488,18
253,18,2,16,390261,392597,6,390443,6,393074,45,390261,219
254,18,2,16,411262,414952,5,411263,7,414459,44,411262,94
255,18,2,16,351604,353139,5,352269,7,354322,45,351604,107
256,19,2,4,135,145,7,135,9,136,57,135,696
257,19,2,4,140,140,7,140,7,141,47,140,844
258,19,2,4,141,187,6,141,7,142,47,141,587
259,19,2,4,130,176,6,130,7,131,62,130,555
260,19,2,4,108,110,6,108,7,108,46,108,1311
261,19,2,8,1355,1355,7,1355,8,1365,48,1355,600
262,19,2,8,1492,1978,6,1492,7,1503,48,1492,280
263,19,2,8,1529,1583,6,1533,7,1536,46,1529,1247
264,19,2,8,1959,2094,6,1959,7,1974,48,1959,255
265,19,2,8,1414,1523,6,1414,7,1425,50,1414,341
266,19,2,16,566258,568524,6,566259,7,570632,47,566258,121
267,19,2,16,338852,340596,6,338859,7,341488,47,338852,514
268,19,2,16,605698,777813,6,605729,7,610354,47,605698,124
269,19,2,16,501818,737895,6,501865,7,505738,46,501818,38
270,19,2,16,533978,624313,6,534475,7,538122,47,533978,75
271,20,2,4,155,157,6,155,7,156,48,155,1865
272,20,2,4,89,91,6,89,7,89,49,89,2183
273,20,2,4,96,123,7,96,7,96,49,96,1182
274,20,2,4,142,158,6,142,7,143,48,142,752
275,20,2,4,96,96,6,96,7,96,48,96,2967
276,20,2,8,1988,2045,7,1988,8,2003,51,1988,1162
277,20,2,8,1996,2604,6,1996,7,2011,50,1996,124
278,20,2,8,2277,2473,200,2277,8,2294,52,2277,214
279,20,2,8,1507,1585,7,1507,7,1518,48,1507,622
280,20,2,8,2180,2239,6,2180,7,2197,49,2180,936
281,20,2,16,531573,648804,6,531573,7,535724,51,531573,68
282,20,2,16,491978,669497,6,491980,8,495818,49,491978,96
283,20,2,16,495367,587193,6,504367,7,499236,48,495367,156
284,20,2,16,411836,458401,6,411836,8,415033,60,411836,24
285,20,2,16,507036,553327,6,507038,7,510993,49,507036,60
286,3,3,4,14,14,3,14,2,14,15,14,4
287,3,3,4,10,10,2,10,2,10,14,10,3
288,3,3,4,11,11,2,11,2,11,14,11,3
289,3,3,4,11,11,2,11,2,11,14,11,3
290,3,3,4,11,11,2,11,2,11,14,11,3
291,3,3,8,182,182,2,182,2,182,15,182,3
292,3,3,8,209,209,2,209,2,209,14,209,3
293,3,3,8,222,222,2,222,2,222,15,222,3
294,3,3,8,152,152,2,152,2,152,15,152,3
295,3,3,8,226,226,2,226,2,226,14,226,3
296,3,3,16,51530,51530,2,51530,2,51530,14,51530,3
297,3,3,16,37980,37980,2,37980,2,37980,15,37980,3
298,3,3,16,54989,54989,2,54989,2,54989,14,54989,3
299,3,3,16,63118,63118,2,63118,2,63118,22,63118,3
300,3,3,16,37803,37803,2,37803,2,37803,15,37803,3
301,4,3,4,20,26,2,20,2,20,18,20,3
302,4,3,4,15,22,2,15,2,15,18,15,3
303,4,3,4,17,18,2,17,2,17,18,17,3
304,4,3,4,20,25,2,20,2,20,18,20,3
305,4,3,4,14,17,2,14,2,14,18,14,3
306,4,3,8,190,207,2,190,2,190,18,190,3
307,4,3,8,338,470,2,338,2,338,17,338,3
308,4,3,8,295,340,2,295,2,295,17,295,3
309,4,3,8,220,303,2,220,2,220,17,220,3
310,4,3,8,236,353,2,236,2,236,18,236,3
311,4,3,16,63973,87542,2,63973,2,63973,17,63973,3
312,4,3,16,44586,62718,2,44586,2,44586,18,44586,4
313,4,3,16,82682,105259,2,82682,2,82682,17,82682,3
314,4,3,16,77167,79703,2,77167,2,77167,18,77167,3
315,4,3,16,44257,49418,2,44257,2,44257,18,44257,3
316,5,3,4,13,20,2,13,3,13,21,13,4
317,5,3,4,26,35,3,26,3,26,21,26,4
318,5,3,4,21,29,2,21,3,21,21,21,4
319,5,3,4,25,40,2,25,2,25,20,25,4
320,5,3,4,14,18,3,14,3,14,21,14,4
321,5,3,8,331,454,2,331,2,331,21,331,4
322,5,3,8,253,347,3,253,2,253,21,253,4
323,5,3,8,334,527,2,334,3,334,43,334,4
324,5,3,8,425,623,3,425,2,425,21,425,4
325,5,3,8,296,433,2,296,3,296,20,296,4
326,5,3,16,104483,162803,2,104483,3,104483,21,104483,4
327,5,3,16,106258,140678,2,106258,3,106258,21,106258,4
328,5,3,16,107291,126894,2,107291,2,107291,21,107291,4
329,5,3,16,71331,83667,2,71331,2,71645,20,71331,4
330,5,3,16,76504,115614,2,76504,2,76504,21,76504,4
331,6,3,4,18,19,3,18,3,18,24,18,8
332,6,3,4,22,27,3,22,3,22,23,22,7
333,6,3,4,19,23,3,19,3,19,24,19,8
334,6,3,4,30,37,3,30,3,30,24,30,8
335,6,3,4,16,17,3,16,3,16,23,16,7
336,6,3,8,460,503,3,460,3,460,24,460,7
337,6,3,8,303,333,3,303,3,303,24,303,8
338,6,3,8,411,516,3,411,3,411,24,411,7
339,6,3,8,430,504,3,430,3,430,24,430,8
340,6,3,8,309,406,3,309,3,309,23,309,8
341,6,3,16,89300,107102,3,89300,3,89300,23,89300,8
342,6,3,16,100543,144742,3,100543,3,100543,24,100543,7
343,6,3,16,122039,152831,3,122039,3,122039,24,122039,17
344,6,3,16,88257,109311,3,88257,3,88257,24,88257,8
345,6,3,16,112098,128037,3,112098,3,112098,24,112098,8
346,7,3,4,32,41,3,32,3,32,27,32,9
347,7,3,4,31,40,3,32,3,31,27,31,14
348,7,3,4,28,39,3,29,3,28,27,28,15
349,7,3,4,31,43,3,31,4,31,26,31,8
350,7,3,4,29,42,3,29,3,29,26,29,8
351,7,3,8,434,624,4,434,3,434,26,434,8
352,7,3,8,303,405,3,303,3,303,31,303,9
353,7,3,8,584,606,3,584,3,584,37,584,9
354,7,3,8,381,455,3,429,3,381,27,381,20
355,7,3,8,597,792,3,597,3,598,26,597,8
356,7,3,16,134759,184425,3,134759,3,134759,26,134759,8
357,7,3,16,85603,117672,6,85603,5,85900,33,85603,11
358,7,3,16,77987,89602,3,77987,3,77987,26,77987,9
359,7,3,16,100198,129483,3,100198,3,100198,26,100198,8
360,7,3,16,117366,152707,3,117366,3,117366,43,117366,16
361,8,3,4,24,36,4,24,4,24,45,24,19
362,8,3,4,25,27,4,25,4,25,51,25,9
363,8,3,4,24,26,4,24,4,24,29,24,11
364,8,3,4,41,55,4,41,4,41,29,41,10
365,8,3,4,37,52,4,37,4,38,27,37,18
366,8,3,8,585,694,3,585,4,588,29,585,9
367,8,3,8,675,979,4,691,4,677,29,675,15
368,8,3,8,448,581,4,454,4,448,29,448,20
369,8,3,8,589,743,4,598,4,600,28,589,27
370,8,3,8,455,563,4,455,4,455,29,455,13
371,8,3,16,119472,172397,4,119472,4,119472,30,119472,10
372,8,3,16,92044,104446,4,94654,4,92044,29,92044,19
373,8,3,16,93909,106412,4,93909,4,93909,29,93909,10
374,8,3,16,159818,242556,4,159818,3,161544,29,159818,14
375,8,3,16,95067,140447,4,95879,4,95798,29,95067,17
376,9,3,4,32,43,4,33,4,33,31,32,18
377,9,3,4,38,56,4,38,4,38,32,38,11
378,9,3,4,40,42,4,40,4,40,31,40,24
379,9,3,4,30,43,4,30,4,30,31,30,12
380,9,3,4,43,46,4,44,4,43,32,43,19
381,9,3,8,677,703,6,679,6,678,31,677,22
382,9,3,8,764,809,4,766,4,766,31,764,17
383,9,3,8,532,709,4,532,4,540,31,532,26
384,9,3,8,470,564,4,501,4,471,31,470,57
385,9,3,8,570,625,4,570,4,570,32,570,11
386,9,3,16,146361,187926,4,150515,4,146361,32,146361,22
387,9,3,16,137093,162701,4,146641,4,143254,38,137093,72
388,9,3,16,175157,243603,4,175157,4,176183,32,175157,16
389,9,3,16,122304,156142,4,125487,4,122304,42,122304,17
390,9,3,16,183994,192475,4,187074,4,185377,32,183994,18
391,10,3,4,35,42,4,37,5,36,33,35,59
392,10,3,4,45,60,5,45,4,45,35,45,14
393,10,3,4,31,33,5,32,4,32,33,31,31
394,10,3,4,37,43,4,37,5,37,34,37,22
395,10,3,4,34,35,4,34,5,35,33,34,14
396,10,3,8,812,917,4,813,4,821,33,812,72
397,10,3,8,543,613,4,547,5,547,34,543,44
398,10,3,8,442,494,4,442,5,447,40,442,27
399,10,3,8,624,825,4,624,4,628,33,624,19
400,10,3,8,526,709,4,526,5,528,34,526,12
