InstanceID,M,N,B,OptimalMakespan,LS_MaxGroupSum,LS_Time(us),LPT_MaxGroupSum,LPT_Time(us),MULTIFIT_MaxGroupSum,MULTIFIT_Time(us),CGA_MaxGroupSum,CGA_Time(us)
1,2,2,4,2,2,8,2,2,2,14,2,5
2,2,2,4,14,14,1,14,1,14,9,14,2
3,2,2,4,13,13,1,13,1,13,10,13,2
4,2,2,4,15,15,1,15,1,15,9,15,2
5,2,2,4,14,14,1,14,1,14,9,14,2
6,2,2,8,90,90,1,90,1,90,9,90,2
7,2,2,8,231,231,1,231,1,231,9,231,2
8,2,2,8,82,82,1,82,1,82,9,82,2
9,2,2,8,115,115,1,115,1,115,17,115,2
10,2,2,8,42,42,1,42,1,42,10,42,2
11,2,2,16,34218,34218,1,34218,1,34218,9,34218,2
12,2,2,16,8695,8695,1,8695,1,8695,9,8695,2
13,2,2,16,30905,30905,1,30905,1,30905,9,30905,2
14,2,2,16,24183,24183,1,24183,1,24183,9,24183,2
15,2,2,16,37133,37133,1,37133,1,37133,9,37133,2
16,3,2,4,15,15,1,15,1,15,13,15,5
17,3,2,4,6,6,1,6,1,6,13,6,3
18,3,2,4,20,22,1,20,1,20,12,20,4
19,3,2,4,12,12,1,12,1,12,13,12,3
20,3,2,4,11,11,1,11,1,11,13,11,2
21,3,2,8,253,253,1,253,1,253,12,253,2
22,3,2,8,253,253,1,253,1,253,13,253,4
23,3,2,8,184,184,1,184,1,184,13,184,5
24,3,2,8,237,237,1,237,1,237,12,237,4
25,3,2,8,137,137,2,137,2,137,12,137,2
26,3,2,16,58587,58587,2,58587,2,58587,16,58587,3
27,3,2,16,58531,58531,3,58531,2,58531,22,58531,5
28,3,2,16,61427,61427,2,61427,1,61427,13,61427,5
29,3,2,16,58745,58745,2,58745,1,58745,13,58745,3
30,3,2,16,51729,66432,1,51729,3,51729,17,51729,7
31,4,2,4,15,15,2,15,2,15,15,15,5
32,4,2,4,17,21,2,17,2,17,15,17,5
33,4,2,4,20,25,2,20,2,20,15,20,5
34,4,2,4,15,15,3,15,3,15,26,15,7
35,4,2,4,21,23,2,21,2,21,16,21,6
36,4,2,8,406,406,2,406,2,406,15,406,5
37,4,2,8,220,262,2,220,3,220,20,220,6
38,4,2,8,266,274,2,266,2,266,16,266,6
39,4,2,8,368,422,2,368,3,368,18,368,6
40,4,2,8,340,354,2,340,2,340,15,340,5
41,4,2,16,54206,54206,2,54206,2,54206,16,54206,5
42,4,2,16,54053,60684,2,54053,2,54053,15,54053,6
43,4,2,16,91747,91747,2,91747,2,91747,15,91747,5
44,4,2,16,47520,58170,2,47520,2,47520,16,47520,6
45,4,2,16,102242,104386,2,102242,2,102242,15,102242,5
46,5,2,4,17,19,2,17,4,17,26,17,10
47,5,2,4,15,20,4,15,4,15,21,15,7
48,5,2,4,26,26,2,27,2,26,18,26,9
49,5,2,4,26,30,2,26,2,26,18,26,5
50,5,2,4,22,28,2,22,2,22,36,22,12
51,5,2,8,463,527,2,487,2,463,19,463,12
52,5,2,8,362,362,2,390,2,362,18,362,11
53,5,2,8,291,368,2,296,2,291,18,291,9
54,5,2,8,297,297,2,297,2,297,18,297,7
55,5,2,8,380,431,2,380,2,380,18,380,5
56,5,2,16,114946,119056,2,125513,2,114946,18,114946,11
57,5,2,16,76450,88347,2,76450,2,76450,18,76450,7
58,5,2,16,45552,46023,2,45617,2,45780,18,45552,9
59,5,2,16,109260,109260,2,109260,2,109260,18,109260,7
60,5,2,16,108202,125892,2,109967,2,108202,19,108202,9
61,6,2,4,27,28,3,28,2,28,20,27,13
62,6,2,4,25,27,2,25,3,25,20,25,9
63,6,2,4,27,28,2,29,2,27,20,27,13
64,6,2,4,21,21,2,21,3,21,21,21,9
65,6,2,4,27,27,2,27,2,28,20,27,10
66,6,2,8,349,349,2,349,2,363,20,349,10
67,6,2,8,460,460,2,460,3,481,20,460,14
68,6,2,8,518,537,2,518,2,539,20,518,13
69,6,2,8,286,309,2,286,3,286,20,286,6
70,6,2,8,349,398,3,358,2,349,20,349,10
71,6,2,16,54677,59033,3,54677,3,54677,21,54677,8
72,6,2,16,79655,85199,2,79655,2,79655,20,79655,5
73,6,2,16,99780,105836,2,101490,2,100710,20,99780,12
74,6,2,16,57975,63356,2,57975,2,57975,20,57975,8
75,6,2,16,131820,146820,2,134153,3,132094,20,131820,14
76,7,2,4,32,33,3,33,3,32,22,32,18
77,7,2,4,29,30,3,30,3,29,22,29,19
78,7,2,4,29,32,3,29,3,29,23,29,16
79,7,2,4,32,34,3,32,3,32,22,32,15
80,7,2,4,31,31,4,32,4,31,23,31,23
81,7,2,8,412,426,3,421,3,426,23,412,23
82,7,2,8,512,556,5,514,3,540,23,512,15
83,7,2,8,355,421,3,355,3,356,23,355,9
84,7,2,8,328,328,4,328,4,328,31,328,13
85,7,2,8,389,410,3,410,3,389,23,389,15
86,7,2,16,79099,79908,5,79752,4,79908,32,79099,20
87,7,2,16,77632,79507,4,77632,5,79626,29,77632,11
88,7,2,16,94520,98863,4,95533,5,94520,32,94520,18
89,7,2,16,56407,58234,3,57371,3,56407,24,56407,12
90,7,2,16,93361,102875,3,93361,3,94327,23,93361,11
91,8,2,4,26,26,5,26,5,26,34,26,18
92,8,2,4,28,28,3,28,3,28,25,28,22
93,8,2,4,40,40,3,40,3,40,24,40,25
94,8,2,4,36,42,3,37,3,36,25,36,29
95,8,2,4,27,27,3,27,3,27,24,27,18
96,8,2,8,481,539,3,484,3,483,25,481,21
97,8,2,8,664,721,3,672,3,664,24,664,41
98,8,2,8,841,888,3,851,3,864,24,841,37
99,8,2,8,270,276,3,277,3,273,25,270,18
100,8,2,8,425,461,3,425,3,428,24,425,18
101,8,2,16,97219,108285,3,97219,3,106007,25,97219,14
102,8,2,16,177312,178899,3,182572,3,178312,25,177312,36
103,8,2,16,175822,190912,3,175822,3,177461,25,175822,27
104,8,2,16,191353,211486,3,191353,3,202034,24,191353,38
105,8,2,16,126553,129383,3,126553,3,127339,24,126553,18
106,9,2,4,33,36,3,33,3,33,27,33,18
107,9,2,4,40,40,3,40,4,40,26,40,36
108,9,2,4,31,33,3,31,3,31,27,31,25
109,9,2,4,41,43,3,41,4,41,27,41,25
110,9,2,4,37,41,3,37,4,37,26,37,34
111,9,2,8,500,560,3,502,4,501,27,500,24
112,9,2,8,533,587,3,533,3,535,27,533,27
113,9,2,8,688,756,3,694,4,692,26,688,71
114,9,2,8,641,664,4,643,3,641,28,641,36
115,9,2,8,569,604,3,573,3,578,27,569,35
116,9,2,16,161553,166630,3,170780,3,163260,27,161553,56
117,9,2,16,175945,195247,3,176255,4,180305,26,175945,47
118,9,2,16,127048,135089,3,128269,4,127048,27,127048,24
119,9,2,16,180186,184824,5,184824,6,181423,37,180186,55
120,9,2,16,139481,154377,3,142921,4,139481,27,139481,63
121,10,2,4,44,44,5,45,5,44,42,44,95
122,10,2,4,44,48,4,44,4,44,34,44,58
123,10,2,4,50,55,6,50,5,50,37,50,79
124,10,2,4,34,36,5,34,5,34,39,34,48
125,10,2,4,52,52,5,52,6,52,39,52,82
126,10,2,8,630,646,6,636,6,632,39,630,78
127,10,2,8,706,786,7,732,6,714,46,706,119
128,10,2,8,631,666,6,631,6,640,44,631,47
129,10,2,8,723,832,5,740,6,729,46,723,72
130,10,2,8,693,715,7,696,6,701,46,693,73
131,10,2,16,96151,97709,7,96304,7,96822,43,96151,28
132,10,2,16,210959,214169,6,212663,7,211803,39,210959,124
133,10,2,16,214401,217893,6,221098,5,214861,37,214401,135
134,10,2,16,169994,182054,6,179445,6,176484,43,169994,103
135,10,2,16,196117,216819,5,201640,4,196567,39,196117,147
136,11,2,4,41,44,7,41,6,41,42,41,64
137,11,2,4,41,44,7,41,7,41,33,41,87
138,11,2,4,36,42,7,37,7,36,48,36,85
139,11,2,4,43,45,4,43,4,43,31,43,44
140,11,2,4,55,56,4,55,4,55,31,55,127
141,11,2,8,599,601,7,600,7,605,42,599,74
142,11,2,8,743,797,6,749,6,753,41,743,110
143,11,2,8,358,456,5,358,4,362,32,358,41
144,11,2,8,658,689,3,660,4,664,31,658,94
145,11,2,8,901,938,4,914,4,926,39,901,150
146,11,2,16,158241,181966,4,158444,4,159163,30,158241,74
147,11,2,16,208768,213616,4,213307,4,209919,30,208768,109
148,11,2,16,154850,156497,4,156436,4,156744,30,154850,102
149,11,2,16,109344,110688,4,109885,4,110096,32,109344,68
150,11,2,16,230398,234075,4,232953,4,232055,30,230398,71
151,12,2,4,44,49,6,44,7,45,50,44,242
152,12,2,4,45,46,5,46,5,45,34,45,155
153,12,2,4,54,56,4,54,4,54,32,54,207
154,12,2,4,44,48,4,44,4,45,32,44,89
155,12,2,4,41,41,4,41,4,41,32,41,121
156,12,2,8,862,878,4,867,5,865,40,862,428
157,12,2,8,727,799,6,730,5,732,37,727,247
158,12,2,8,786,863,4,788,4,786,32,786,179
159,12,2,8,792,827,4,795,5,793,33,792,242
160,12,2,8,1006,1051,4,1006,5,1028,39,1006,145
161,12,2,16,261895,263794,4,267470,4,264585,32,261895,375
162,12,2,16,199804,204260,4,200139,5,201242,32,199804,152
163,12,2,16,187240,216074,4,187970,5,187478,31,187240,132
164,12,2,16,168113,183725,4,173727,5,172063,38,168113,185
165,12,2,16,247089,268648,4,249644,4,249158,32,247089,263
166,13,2,4,54,56,4,54,5,54,34,54,156
167,13,2,4,55,61,5,55,5,55,35,55,158
168,13,2,4,55,56,4,56,5,55,40,55,254
169,13,2,4,52,54,4,52,5,53,34,52,190
170,13,2,4,62,66,4,63,5,62,46,62,413
171,13,2,8,823,825,5,832,5,825,42,823,539
172,13,2,8,715,725,4,717,5,726,34,715,359
173,13,2,8,755,783,5,759,5,760,65,755,922
174,13,2,8,823,883,5,824,5,826,48,823,382
175,13,2,8,728,748,4,741,5,732,45,728,175
176,13,2,16,220918,224659,7,222250,7,223754,48,220918,555
177,13,2,16,221880,238377,5,222482,5,223108,36,221880,188
178,13,2,16,213823,220638,5,214031,8,216555,34,213823,350
179,13,2,16,189332,207994,4,189365,5,190234,34,189332,271
180,13,2,16,214427,235301,4,214952,5,215961,35,214427,276
181,14,2,4,43,47,5,43,5,43,76,43,192
182,14,2,4,52,55,5,52,5,52,35,52,726
183,14,2,4,52,55,6,52,5,52,48,52,655
184,14,2,4,55,58,5,55,6,55,37,55,900
185,14,2,4,65,67,5,65,5,65,37,65,594
186,14,2,8,904,940,5,908,5,905,36,904,441
187,14,2,8,827,914,5,827,6,832,83,827,922
188,14,2,8,998,1040,5,1002,5,999,37,998,314
189,14,2,8,873,881,5,880,5,879,36,873,526
190,14,2,8,910,957,5,915,5,916,36,910,379
191,14,2,16,197223,209284,5,197456,5,198581,36,197223,545
192,14,2,16,255358,257420,5,261809,5,260328,118,255358,1363
193,14,2,16,217287,239906,5,217308,6,218017,37,217287,595
194,14,2,16,225887,245952,5,227791,6,227548,36,225887,438
195,14,2,16,265185,278389,4,267185,6,265283,36,265185,1060
196,15,2,4,63,63,5,63,6,64,39,63,1286
197,15,2,4,48,49,6,48,6,48,47,48,836
198,15,2,4,55,62,5,55,5,55,38,55,689
199,15,2,4,77,78,5,78,6,77,456,77,2216
200,15,2,4,68,72,7,68,245,68,47,68,1402
201,15,2,8,1054,1100,5,1067,5,1056,42,1054,1932
202,15,2,8,824,931,5,835,6,825,40,824,1187
203,15,2,8,882,901,5,897,5,888,38,882,1634
204,15,2,8,1144,1242,6,1168,6,1149,39,1144,2264
205,15,2,8,815,848,5,831,5,819,39,815,1234
206,15,2,16,161105,164315,5,161244,6,162326,40,161105,462
207,15,2,16,264499,270143,5,269138,5,267703,37,264499,1859
